merchant_id,merchant_name,merchant_category,mcc,business_type,city,state,has_onboarding_date,onboarding_date,is_masked_account,settlement_account,merchant_status,declared_avg_ticket_size
MCH1750,Dube Natt And V0Hra,Transprt,4131,Individual,Pune,Maharashtra,TRUE,18-12-24 12:18,TRUE,XXXX3705,ACTIVE,915.81
MCH1751,Bava Mukherjee,Retail & Groceries,5411,Proprietorship,Jaipur,Rajasthan,TRUE,20-05-23 00:00,FALSE,EFFJ4269274300862,ACTIVE,0.1591
MCH1755,Kulkarni And Sons,Phone Service,4814,Individual,Mumbai,Maharashtra,TRUE,29-12-25 00:00,FALSE,9887027328,ACTIVE,1088.47
MCH1756,Ben And Sons,Miscellaneous,59990,Private Limited,Hyderabad,Telangana,TRUE,02-08-23 00:00,TRUE,XXXX4519,ACTIVE,1706.9
MCH1763,Dhillon Ltd,Retail & Groceries,,Partnership / LLP,Jalandhar,Punjab,TRUE,22-02-26 00:00,FALSE,4567982166,ACTIVE,231.69
MCH1764,Kurian Vaidya And Loyal,Misc Retail,5999,Individual,Lucknow,Uttar Pradesh,TRUE,16-11-25 04:20,FALSE,QLVG4760642998653,SUSPENDED,419.98
MCH1767,Bhatnagar Ka1A,Electronics & Tech,,Individual,Jalandhar,Punjab,FALSE,,FALSE,2537411732,ACTIVE,314.16
MCH1768,Mody Tata And Chatterjee,Travel & Transport,4131,Proprietorship,Chennai,Tamil Nadu,TRUE,08-09-24 00:00,FALSE,,ACTIVE,360.87
MCH1769,Sekhon Goswami And Rajan,Electronics & Tech,4814,Proprietorship,Lucknow,Uttar Pradesh,TRUE,28-06-25 07:25,FALSE,DYOJ7653218721893,ACTIVE,1009.67
MCH1770,Prabhu Inc,Retail & Groceries,5411,Partnership / LLP,Kolkata,West Bengal,TRUE,19-02-26 00:00,FALSE,STER3056508036813,ACTIVE,1130.22
MCH1772,Thakur Talwar And Chahal,Medical & Health,5912,Partnership / LLP,Pune,Maharashtra,TRUE,19-11-25 01:49,TRUE,XXXX1519,ACTIVE,645.09
MCH1773,Prakash Malhotra,Retail & Groceries,5411,Individual,Jalandhar,Punjab,FALSE,,FALSE,XEKJ5137440988369,ACTIVE,1551.73
MCH1774,Sundaram Dani And Mall,Books & Stationery,5942,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,23-08-24 00:00,TRUE,XXXX1272,ACTIVE,10785.29
MCH1775,Karnik Inc,Retail & Groceries,5411,Private Limited,Lucknow,Uttar Pradesh,TRUE,13-04-23 08:51,FALSE,MCRQ9864671908344,ACTIVE,0.313
MCH1776,Vohra And Sons,Retail Other,5999,Private Limited,Lucknow,Uttar Pradesh,TRUE,16-06-23 00:00,TRUE,XXXX6558,ACTIVE,843.8
MCH1779,Maharaj Jaggi And Reddy,Hotel & Lodging,7011,Partnership / LLP,Bengaluru,Karnataka,TRUE,09-02-24 00:00,FALSE,,ACTIVE,1540.91
MCH1782,Kari Plc,Retail & Groceries,54110,Proprietorship,Mumbai,Maharashtra,TRUE,26-06-24 00:00,FALSE,,ACTIVE,4762.58
MCH1785,Shere Pall,Retail & Groceries,5311,Proprietorship,Calcutta,West Bengal,TRUE,08-05-23 05:22,FALSE,,ACTIVE,2271.85
MCH1786,Ganguly Mammen And Babu,Retail & Groceries,5411,Proprietorship,Pune,Maharashtra,TRUE,22-05-25 00:00,FALSE,YNDF5378176701295,ACTIVE,0.1212
MCH1787,Johal And Sons,Books & Stationery,5942,Proprietorship,Chennai,Tamil Nadu,TRUE,09-04-24 00:00,FALSE,8096098187,ACTIVE,1495.88
MCH1788,Dass Rajagopal And Madan,Electronics & Tech,,Private Limited,Pune,Maharashtra,TRUE,11-12-24 00:00,FALSE,,SUSPENDED,1479.46
MCH1789,Loke Chanda,Books & Stationery,5942,Partnership / LLP,Jaipur,Rajasthan,TRUE,25-02-23 00:00,FALSE,,ACTIVE,15713.68
MCH1792,Palan Naidu,Apparel & Fashion,5699,Partnership / LLP,Bengaluru,Karnataka,TRUE,28-01-23 00:00,FALSE,JXLM1363091809821,ACTIVE,443.5
MCH1793,Jaggi Plc,Hotel & Lodging,7011,Proprietorship,New Delhi,Delhi,TRUE,21-08-24 00:47,FALSE,,ACTIVE,2705.89
MCH1796,Kohli Nagar,Books & Stationery,59420,Individual,Amritsar,Punjab,TRUE,20-07-24 00:00,FALSE,,ACTIVE,741.16
MCH1800,Mall Plc,Retail & Groceries,5311,Private Limited,Hyd,Telangana,TRUE,24-10-25 00:00,FALSE,,ACTIVE,0.103
MCH1806,Thaker Dutt,Apparel & Fashion,,Individual,Ludhiana,Punjab,TRUE,02-05-24 09:16,FALSE,1201362088,ACTIVE,0.6418
MCH1809,Grewal Inc,Retail & Groceries,5311,Private Limited,Blr,Karnataka,TRUE,31-10-25 03:18,FALSE,1597132394,ACTIVE,2181.93
MCH1811,Shukla Ganesan,Hotel & Lodging,,Individual,New Delhi,Delhi,TRUE,14-01-24 13:33,FALSE,9614445611,INACTIVE,871.51
MCH1812,Om Plc,Food & Beverage,5812,Proprietorship,Amritsar,Punjab,TRUE,26-11-24 18:01,FALSE,,ACTIVE,2079.98
MCH1813,Balan Deo,Retail & Groceries,5311,Partnership / LLP,Poona,Maharashtra,TRUE,28-08-24 00:00,FALSE,UAJB1335544875863,ACTIVE,610.94
MCH1815,Saha Varghese,Travel & Transport,4131,Private Limited,New Delhi,Delhi,TRUE,22-04-24 07:33,TRUE,XXXX3927,ACTIVE,846.74
MCH1816,Aurora Kata,Retail,5311,Proprietorship,Lucknow,Uttar Pradesh,TRUE,15-03-25 01:24,FALSE,,ACTIVE,1797.52
MCH1817,Mohanty Behl And Rao,Travel & Transport,4131,Individual,Poona,Maharashtra,TRUE,23-07-25 00:00,FALSE,,INACTIVE,2347.62
MCH1818,Bakshi Golla,Apparel & Fashion,5699,Private Limited,Kolkata,West Bengal,TRUE,04-10-23 00:00,FALSE,7575233501,ACTIVE,4859.19
MCH1823,Patla Bhasin And Parsa,Hotel & Lodging,7011,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,15-06-23 00:00,FALSE,,ACTIVE,3003.2
MCH1827,Saha Ltd,Other,5999,Partnership / LLP,Pune,Maharashtra,TRUE,12-01-26 00:00,FALSE,GFSK2439344528128,ACTIVE,790.89
MCH1828,Goel Plc,Apparel & Fashion,5699,Private Limited,Chennai,Tamil Nadu,TRUE,15-10-25 00:00,TRUE,XXXX2989,ACTIVE,4227.93
MCH1829,Ramaswamy Group,Travel & Transport,4131,Proprietorship,Calcutta,West Bengal,TRUE,15-03-24 00:00,FALSE,,ACTIVE,2351.23
MCH1830,Shan Llc,Hotel & Lodging,7011,Private Limited,Lucknow,Uttar Pradesh,FALSE,,FALSE,8821748714,ACTIVE,405.35
MCH1832,Mistry Chaudhary,Other,5999,Individual,Hyd,Telangana,TRUE,11-12-24 00:06,FALSE,,ACTIVE,448.33
MCH1833,Sabharwal Chopra And Nayar,Transprt,41310,Private Limited,Poona,Maharashtra,TRUE,26-07-23 05:30,FALSE,8483394590,ACTIVE,1391.53
MCH1836,Nazareth Bahl And Manda,Retail & Groceries,5411,Private Limited,Hyderabad,Telangana,TRUE,15-11-23 00:00,FALSE,IUQT6934618863943,ACTIVE,1076.395
MCH1838,Manda Deshpande,Books & Stationery,5942,Partnership / LLP,Jalandhar,Punjab,TRUE,04-09-25 06:22,FALSE,XYTA4197098019941,ACTIVE,2224.32
MCH1839,Krish Group,Retail & Groceries,5411,Proprietorship,Jalandhar,Punjab,TRUE,29-01-24 20:47,FALSE,,ACTIVE,1503.47
MCH1840,Chahal And Sons,Books & Stationery,5942,Proprietorship,Ludhiana,Punjab,TRUE,06-02-26 00:00,TRUE,XXXX9616,ACTIVE,0.764
MCH1841,Kadakia Rao,Medical & Health,,Proprietorship,Kolkata,West Bengal,TRUE,01-07-25 00:00,FALSE,7706295964,ACTIVE,532.17
MCH1842,Singh Dhillon And Garg,Electronics & Tech,4814,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,21-10-24 00:00,FALSE,6092011664,ACTIVE,182.82
MCH1843,Edwin And Sons,Miscellaneous,5999,Proprietorship,Dilli,Delhi,TRUE,19-09-24 00:00,FALSE,,ACTIVE,934.62
MCH1845,Goel Inc,Travel & Transport,4131,Private Limited,Dilli,Delhi,TRUE,17-10-23 00:00,FALSE,6579207527,ACTIVE,1675.96
MCH1846,Kurian Chad,Hotel & Lodging,7011,Partnership / LLP,Chennai,Tamil Nadu,TRUE,23-03-23 22:54,FALSE,,ACTIVE,597.53
MCH1848,Acharya Bail,Retail,5311,Partnership / LLP,Poona,Maharashtra,TRUE,05-09-25 00:00,FALSE,3196162533,ACTIVE,0.3044
MCH1852,Prabhu Group,Retail & Groceries,5411,Individual,Mumbai,Maharashtra,TRUE,31-03-24 00:00,FALSE,8479119924,ACTIVE,786.71
MCH1853,Narayanan Chander,Travel & Transport,41310,Proprietorship,Asr,Punjab,TRUE,10-10-23 00:20,FALSE,GGYD8312524893538,ACTIVE,13872.38
MCH1854,Sule Prashad And Balay,Hotel & Lodging,7011,Partnership / LLP,Amritsar,Punjab,TRUE,21-09-23 00:00,TRUE,XXXX8005,ACTIVE,5318.31
MCH1855,Kala Shan,Food & Beverage,5812,Private Limited,Kolkata,West Bengal,TRUE,13-11-23 00:38,FALSE,,SUSPENDED,0.1474
MCH1856,Baria Balay,Retail & Groceries,5311,Proprietorship,Lucknow,Uttar Pradesh,TRUE,26-12-23 15:21,TRUE,XXXX1618,ACTIVE,2071.73
MCH1861,Vora Balan,Retail & Groceries,5411,Proprietorship,Pune,Maharashtra,TRUE,17-10-25 00:39,FALSE,MBHV3858162453364,INACTIVE,2646.57
MCH1862,Puri Inc,Travel & Transport,4131,Individual,Mumbai,Maharashtra,TRUE,15-11-24 12:30,FALSE,6516098644,ACTIVE,1444.68
MCH1863,Sachar Gokhale,Books & Stationery,5942,Private Limited,Hyderabad,Telangana,TRUE,24-03-24 16:08,TRUE,XXXX8775,ACTIVE,760.42
MCH1865,Chandra Pandey,Books & Stationery,5942,Individual,Pune,Maharashtra,TRUE,15-11-25 00:00,FALSE,,ACTIVE,3847.74
MCH1872,Chaudry Group,Other,5999,Private Limited,Blr,Karnataka,TRUE,02-02-24 00:00,FALSE,2703911432,ACTIVE,1044.41
MCH1873,Oak Ramachandran,Phone Service,,Private Limited,Amritsar,Punjab,TRUE,23-05-24 15:31,TRUE,XXXX5817,ACTIVE,942.83
MCH1874,Bail Madan And Mahal,Retail & Groceries,5411,Private Limited,Jalandhar,Punjab,TRUE,03-11-25 21:30,FALSE,723751803,ACTIVE,928.89
MCH1876,Deol Sandal And Nagi,Miscellaneous,5999,Partnership / LLP,Bengaluru,Karnataka,TRUE,29-04-24 00:00,FALSE,KRVT6824787386581,ACTIVE,603.93
MCH1878,Narula Group,Hotel & Lodging,7011,Private Limited,New Delhi,Delhi,TRUE,26-02-25 00:00,TRUE,XXXX5015,ACTIVE,926.71
MCH1879,Muni Sachdeva,Miscellaneous,5999,Individual,Chennai,Tamil Nadu,TRUE,16-12-23 00:00,TRUE,XXXX4876,ACTIVE,687.52
MCH1881,Bawa Ganesan And Oak,Medical & Health,5912,Partnership / LLP,Chennai,Tamil Nadu,TRUE,14-12-23 00:00,FALSE,,SUSPENDED,1349.05
MCH1882,Kamdar Banik,Food & Beverage,5812,Partnership / LLP,Ludhiana,Punjab,FALSE,,FALSE,,ACTIVE,427.5
MCH1883,Bahl Kashyap And Sibal,Food & Beverage,5812,Private Limited,Jalandhar,Punjab,TRUE,04-01-23 00:00,TRUE,XXXX4248,ACTIVE,958.85
MCH1884,Nagi Llc,Transprt,4131,Private Limited,Bengaluru,Karnataka,TRUE,08-01-25 00:00,FALSE,ROSD8740992299086,ACTIVE,628.95
MCH1885,Mahal Ltd,Other,5999,Private Limited,Hyderabad,Telangana,TRUE,07-11-25 18:42,FALSE,,ACTIVE,0.618
MCH1887,Peri Inc,Retail & Groceries,5311,Private Limited,Bangalore,Karnataka,TRUE,26-02-23 00:00,FALSE,,ACTIVE,2706.7
MCH1889,Bakshi Llc,Retail Other,5999,Individual,Jalandhar,Punjab,TRUE,13-02-24 09:50,TRUE,XXXX2818,ACTIVE,2474.04
MCH1892,Shanker De,Hotel & Lodging,7011,Private Limited,Mumbai,Maharashtra,TRUE,12-02-24 01:08,FALSE,4394256877,ACTIVE,987.4
MCH1894,Setty Doshi,Food & Beverage,5812,Partnership / LLP,Blr,Karnataka,TRUE,11-08-25 00:00,FALSE,1742153273,ACTIVE,2961.06
MCH1899,Subramaniam Bedi,Books & Stationery,,Private Limited,Ludhiana,Punjab,TRUE,27-09-25 00:00,TRUE,XXXX4698,ACTIVE,975.635
MCH1904,Sandal Inc,Electronics & Tech,4814,Individual,Jalandhar,Punjab,TRUE,23-03-24 06:08,FALSE,EZBT7024632751925,ACTIVE,1398.65
MCH1906,Taneja Mahajan And Sarna,Retail,5311,Individual,Bangalore,Karnataka,TRUE,16-01-26 00:00,FALSE,ZMCC2986180199571,INACTIVE,0.2772
MCH1908,Raghavan Badami And Mani,Books & Stationery,5942,Partnership / LLP,Kolkata,West Bengal,TRUE,29-05-25 11:41,TRUE,XXXX6948,ACTIVE,0.856
MCH1909,Murthy And Sons,Books & Stationery,5942,Proprietorship,Poona,Maharashtra,TRUE,25-11-23 00:00,FALSE,6570869272,ACTIVE,823
MCH1912,Keer Mitra,Transprt,4131,Proprietorship,Chennai,Tamil Nadu,TRUE,27-10-24 18:55,TRUE,XXXX9508,ACTIVE,3259.24
MCH1913,Sandal Srinivas And Lata,Medical & Health,5912,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,06-09-23 00:00,FALSE,3453698993,ACTIVE,468.17
MCH1917,Bera Bhakta And Dhillon,Books & Stationery,5942,Proprietorship,Mumbai,Maharashtra,TRUE,06-08-23 01:48,FALSE,9839969668,ACTIVE,0.293
MCH1921,Raj Llc,Miscellaneous,5999,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,12-02-24 00:00,FALSE,5917860419,ACTIVE,2280.24
MCH1922,Deo Saraf And Kale,Books & Stationery,,Proprietorship,Lucknow,Uttar Pradesh,FALSE,,FALSE,,ACTIVE,2507.85
MCH1923,Barad Devan,Apparel & Fashion,5699,Private Limited,Hyd,Telangana,TRUE,12-08-25 00:00,FALSE,,ACTIVE,300.28
MCH1924,Choudhary Iyer And Boase,Medical & Health,5912,Partnership / LLP,Jaipur,Rajasthan,TRUE,12-11-24 00:00,TRUE,XXXX3944,ACTIVE,7220.04
MCH1926,Bhattacharyya Om,Retail & Groceries,5311,Individual,Mumbai,Maharashtra,TRUE,16-06-25 00:00,FALSE,3013938494,ACTIVE,2425.42
MCH1929,Bahri Daraandsaran,Books & Stationery,5942,Private Limited,Jaipur,Rajasthan,TRUE,26-12-25 09:06,TRUE,XXXX4676,ACTIVE,2563.73
MCH1934,Deol Dugarandparmer,Books & Stationery,5942,Private Limited,Chennai,Tamil Nadu,TRUE,26-06-25 13:50,FALSE,,ACTIVE,2520.96
MCH1936,Batra Ramanathan And Din,Medical & Health,5912,Proprietorship,Hyderabad,Telangana,TRUE,16-07-24 00:00,TRUE,XXXX3173,ACTIVE,143.98
MCH1939,Lal Sahniandchopra,Hotel & Lodging,7011,Private Limited,Ludhiana,Punjab,TRUE,02-05-26 00:00,TRUE,XXXX8735,ACTIVE,0.509
MCH1940,Anne Group,Travel & Transport,4131,Proprietorship,Hyderabad,Telangana,TRUE,16-01-25 19:34,TRUE,XXXX3192,ACTIVE,2525.67
MCH1941,Bath Sunder,Electronics & Tech,4814,Proprietorship,Jaipur,Rajasthan,TRUE,22-05-24 00:00,FALSE,,SUSPENDED,1021.355
MCH1944,Morar Ltd,Food & Beverage,5812,Individual,Pune,Maharashtra,TRUE,23-04-23 00:00,TRUE,XXXX8672,ACTIVE,1207.98
MCH1946,Sibal Llc,Medical & Health,7011,Proprietorship,Jalandhar,Punjab,TRUE,24-01-26 21:05,FALSE,QGEZ9290048707008,ACTIVE,2804.71
MCH1947,Batra Kar And Sodhi,Apparel & Fashion,5699,Partnership / LLP,Blr,Karnataka,TRUE,24-08-25 19:46,FALSE,QPJE6965990436721,ACTIVE,3015.23
MCH1948,Sundaram Sami And Jha,Electronics & Tech,4814,Private Limited,Jaipur,Rajasthan,TRUE,17-07-24 00:00,FALSE,4160009756,ACTIVE,634.29
MCH1952,Madan Inc,Books & Stationery,5942,Partnership / LLP,Chennai,Tamil Nadu,TRUE,28-06-24 00:00,FALSE,7688662215,INACTIVE,1643.17
MCH1953,Banerjee Maharaj And Rege,Hotel & Lodging,7011,Proprietorship,Jalandhar,Punjab,TRUE,14-12-25 00:00,FALSE,QMMB6426177933216,ACTIVE,1226.94
MCH1954,Kunda Kata And Shetty,Electronics & Tech,,Individual,Poona,Maharashtra,TRUE,19-10-25 00:00,FALSE,79661036,ACTIVE,923.81
MCH1955,Srinivas Khurana And Choudhry,Retail Other,5999,Private Limited,Jalandhar,Punjab,TRUE,18-01-25 12:28,TRUE,XXXX5304,ACTIVE,883.05
MCH1956,Sodhi Plc,Medical & Health,5912,Individual,Amritsar,Punjab,TRUE,28-09-25 15:41,FALSE,TLKU2109519549509,ACTIVE,1459.74
MCH1959,Khatri Kumar,Medical & Health,5912,Private Limited,Mumbai,Maharashtra,TRUE,09-01-25 20:33,FALSE,VKRC9106963270153,ACTIVE,0.622
MCH1960,Bail Chand,Retail & Groceries,5411,Partnership / LLP,Hyd,Telangana,TRUE,26-08-24 00:00,TRUE,XXXX7716,ACTIVE,0.613
MCH1965,Chawla Sawhney,Phone Service,4814,Individual,Blr,Karnataka,TRUE,21-08-25 00:00,FALSE,,ACTIVE,4592.95
MCH1966,Munshi Bath,Travel & Transport,4131,Private Limited,Bangalore,Karnataka,TRUE,27-01-26 00:00,FALSE,,SUSPENDED,1858.12
MCH1968,Shroff Mani,Retail & Groceries,5411,Partnership / LLP,Mumbai,Maharashtra,TRUE,04-10-24 00:00,FALSE,FIQR5425866491953,ACTIVE,0.1674
MCH1969,Narain Menon,Retail,5311,Individual,Dilli,Delhi,TRUE,16-11-25 00:00,FALSE,FJVW1497261653850,ACTIVE,453.33
MCH1971,Khanna And Sons,Electronics & Tech,4814,Partnership / LLP,Mumbai,Maharashtra,TRUE,06-02-26 00:00,TRUE,XXXX1386,ACTIVE,2326.17
MCH1973,Walia Khatri And Saha,Books & Stationery,59420,Proprietorship,Lucknow,Uttar Pradesh,TRUE,16-11-25 00:00,FALSE,2944514975,ACTIVE,975.635
MCH1974,Kap00R Llc,Travel & Transport,4131,Partnership / LLP,Chennai,Tamil Nadu,TRUE,12-05-24 08:25,FALSE,5931788473,ACTIVE,1023.91
MCH1976,Mutti Sastry And Jha,Books & Stationery,5942,Private Limited,Amritsar,Punjab,TRUE,04-08-23 00:00,FALSE,,ACTIVE,2928.73
MCH1977,Chahal Kumer,Books & Stationery,5942,Proprietorship,Calcutta,West Bengal,TRUE,01-09-25 00:00,TRUE,XXXX3479,ACTIVE,0.897
MCH1982,Behl Jayaraman And Divan,Apparel & Fashion,5699,Proprietorship,Bombay,Maharashtra,TRUE,10-09-25 00:00,FALSE,,ACTIVE,298.94
MCH1983,Jayaraman Plc,Medical & Health,5912,Proprietorship,Hyderabad,Telangana,TRUE,13-12-24 00:00,FALSE,6619790480,ACTIVE,657.32
MCH1984,Lala Wagle And Bal,Apparel & Fashion,5699,Partnership / LLP,Chennai,Tamil Nadu,TRUE,01-08-25 00:00,FALSE,,ACTIVE,5244.88
MCH1986,Bains Chanda And Gh0Sh,Retail,5311,Individual,Jalandhar,Punjab,TRUE,01-10-26 00:00,FALSE,,ACTIVE,1427.52
MCH1987,Dora Sarma And Biswas,Electronics & Tech,4814,Partnership / LLP,Mumbai,Maharashtra,TRUE,31-01-23 00:00,FALSE,NNVG3490646202999,ACTIVE,3268.84
MCH1990,Mitra Plc,Medical & Health,7011,Partnership / LLP,Amritsar,Punjab,TRUE,12-04-24 00:00,FALSE,5026245001,ACTIVE,1251.23
MCH1993,Dhaliwal Plc,Electronics & Tech,4814,Proprietorship,Amritsar,Punjab,FALSE,,FALSE,8690977818,ACTIVE,428.65
MCH1994,Naik Bhasin And Virk,Hotel & Lodging,7011,Proprietorship,Asr,Punjab,TRUE,24-09-24 12:17,FALSE,3176426647,ACTIVE,886.83
MCH1995,Mand Halder And Rajagopalan,Books & Stationery,5942,Partnership / LLP,Jaipur,Rajasthan,TRUE,04-04-24 00:00,FALSE,COIS3057851068966,INACTIVE,158.78
MCH2003,Rajagopalan Inc,Retail & Groceries,5311,Individual,Poona,Maharashtra,TRUE,16-06-23 00:00,FALSE,3428467704,ACTIVE,0.567
MCH2007,Mahal Divan And Sharaf,Other,5999,Proprietorship,Jalandhar,Punjab,TRUE,02-02-23 22:14,FALSE,4814016835,ACTIVE,435.32
MCH2009,Tiwari Naidu And Muni,Apparel & Fashion,5699,Partnership / LLP,Pune,Maharashtra,TRUE,05-04-24 00:00,FALSE,NVFX6549311428381,ACTIVE,0.732
MCH2013,Nanda Saraf And Halder,Retail & Groceries,5411,Individual,Kolkata,West Bengal,TRUE,22-04-25 00:00,FALSE,,ACTIVE,1721.62
MCH2014,Sundaram And Sons,Miscellaneous,5999,Private Limited,Ludhiana,Punjab,TRUE,27-01-24 00:00,TRUE,XXXX5436,ACTIVE,0.4199
MCH2015,Gulati Llc,Phone Service,4814,Private Limited,Jaipur,Rajasthan,TRUE,22-06-23 07:04,FALSE,,ACTIVE,17945.28
MCH2016,Amble Yadav And Dube,Retail Other,5999,Partnership / LLP,Kolkata,West Bengal,TRUE,18-03-25 00:00,TRUE,XXXX3614,SUSPENDED,10324.69
MCH2019,Walla Ranganathan,Misc Retail,5999,Partnership / LLP,Bengaluru,Karnataka,TRUE,22-05-24 00:00,FALSE,,ACTIVE,1915.39
MCH2020,Prabhu Kar,Apparel & Fashion,56990,Private Limited,Jalandhar,Punjab,TRUE,15-03-25 21:17,TRUE,XXXX1985,SUSPENDED,2649.5
MCH2021,Shenoy Wable,Medical & Health,5912,Proprietorship,New Delhi,Delhi,TRUE,06-05-25 00:00,FALSE,BNOS2436378037599,ACTIVE,2287.51
MCH2022,Nagi Gala,Misc Retail,5999,Individual,Chennai,Tamil Nadu,TRUE,08-04-24 00:00,FALSE,,ACTIVE,3182.35
MCH2024,Ram Manda And Chopra,Travel & Transport,4131,Proprietorship,Pune,Maharashtra,TRUE,24-07-25 00:00,FALSE,,ACTIVE,1122.98
MCH2027,Boase Ghosh And Manda,Retail & Groceries,5311,Partnership / LLP,Chennai,Tamil Nadu,TRUE,16-12-23 00:00,TRUE,XXXX6284,ACTIVE,1163.7
MCH2028,Viswanathan Llc,Electronics & Tech,,Individual,Pune,Maharashtra,TRUE,23-05-24 00:00,TRUE,XXXX2833,ACTIVE,0.634
MCH2029,Bhalla Brahmbhatt,Misc Retail,5999,Proprietorship,Jalandhar,Punjab,TRUE,20-06-23 12:29,FALSE,,ACTIVE,276.02
MCH2030,Singh Banerjee,Travel & Transport,4131,Individual,Ludhiana,Punjab,TRUE,25-02-23 00:00,FALSE,,ACTIVE,0.3976
MCH2032,Doshi Sur And Sarna,Food & Beverage,5812,Private Limited,Pune,Maharashtra,TRUE,15-07-23 00:00,FALSE,,ACTIVE,771.07
MCH2033,Munshi Sundaram And Bhasin,Apparel & Fashion,5699,Private Limited,Poona,Maharashtra,TRUE,30-09-25 00:00,TRUE,XXXX3680,ACTIVE,294.83
MCH2035,Hora Grover,Travel & Transport,4131,Proprietorship,New Delhi,Delhi,TRUE,07-01-26 09:43,FALSE,,ACTIVE,212.97
MCH2037,Kadakia Llc,Retail & Groceries,,Partnership / LLP,New Delhi,Delhi,TRUE,13-10-24 00:00,FALSE,ZTLJ8328872113925,ACTIVE,426.54
MCH2038,Dara Sama,Hotel & Lodging,7011,Individual,Hyderabad,Telangana,TRUE,20-08-23 00:00,FALSE,1467343581,ACTIVE,801.94
MCH2040,Goel Dewan,Miscellaneous,,Individual,New Delhi,Delhi,TRUE,12-07-25 00:00,FALSE,EFTH2141412119625,ACTIVE,320.83
MCH2041,Sagar Chakraborty And Kurian,Travel & Transport,4131,Proprietorship,Ludhiana,Punjab,TRUE,22-03-24 10:36,FALSE,,ACTIVE,1023.91
MCH2042,Rai Das And Bava,Retail,5311,Partnership / LLP,Pune,Maharashtra,TRUE,17-12-23 00:00,FALSE,ZYCY1593553139876,ACTIVE,1564.88
MCH2044,Upadhyay Kapoor And Nazareth,Medical & Health,7011,Individual,Lucknow,Uttar Pradesh,TRUE,02-01-23 00:58,FALSE,3913922043,ACTIVE,368.05
MCH2045,Nadig Bal,Apparel & Fashion,5699,Private Limited,Pune,Maharashtra,TRUE,02-05-24 23:14,FALSE,,ACTIVE,2363.1
MCH2046,Konda Garde,Retail & Groceries,5411,Proprietorship,Lucknow,Uttar Pradesh,TRUE,28-01-26 00:00,FALSE,,ACTIVE,1405.98
MCH2047,Kalita Nagarajan And Joshi,Misc Retail,5999,Individual,Pune,Maharashtra,TRUE,07-07-24 00:00,FALSE,8653452097,INACTIVE,341.63
MCH2051,Deshpande Plc,Medical & Health,5912,Private Limited,Chennai,Tamil Nadu,TRUE,06-10-24 00:00,FALSE,6948597427,ACTIVE,625.93
MCH2052,Saraf Maharaj And Kakar,Misc Retail,5999,Individual,Poona,Maharashtra,TRUE,30-01-25 00:00,TRUE,XXXX8291,ACTIVE,3476.81
MCH2056,Kadakia Nagi And Ramakrishnan,Apparel & Fashion,5699,Proprietorship,Bombay,Maharashtra,TRUE,23-02-23 00:00,TRUE,XXXX6025,ACTIVE,2168
MCH2060,Grover Dugar,Hotel & Lodging,7011,Individual,Chennai,Tamil Nadu,TRUE,02-10-25 05:31,FALSE,DZGT5983407724510,ACTIVE,0.54
MCH2063,Bhavsar Gr0Up,Transprt,4131,Private Limited,Chennai,Tamil Nadu,TRUE,10-10-25 15:34,FALSE,,ACTIVE,2405.73
MCH2064,Date And Sons,Food & Beverage,5812,Private Limited,New Delhi,Delhi,TRUE,08-05-25 00:00,FALSE,,ACTIVE,0.1715
MCH2067,Barad Rai And Kapur,Retail & Groceries,5411,Private Limited,Jaipur,Rajasthan,TRUE,04-03-23 00:00,FALSE,5177364796,ACTIVE,999.18
MCH2071,Dube Kapadia,Electronics & Tech,,Proprietorship,Amritsar,Punjab,TRUE,19-08-24 04:07,FALSE,5736154750,ACTIVE,0.1392
MCH2074,D’Alia Inc,Apparel & Fashion,5699,Partnership / LLP,Jaipur,Rajasthan,TRUE,22-10-25 19:54,FALSE,VRCT7941741947399,ACTIVE,1616.2
MCH2075,Dhar Deoandrau,Medical & Health,5912,Individual,New Delhi,Delhi,TRUE,01-09-24 00:59,FALSE,32289516,ACTIVE,1584.12
MCH2076,Chad Ltd,Books & Stationery,5942,Proprietorship,Jalandhar,Punjab,TRUE,07-03-24 02:08,FALSE,7969775416,ACTIVE,579.16
MCH2077,Kara Plc,Food & Beverage,5812,Individual,Amritsar,Punjab,TRUE,15-11-25 02:48,TRUE,XXXX1473,ACTIVE,239.1
MCH2078,Chada Dubey,Retail & Groceries,5311,Individual,Bengaluru,Karnataka,TRUE,14-03-25 00:00,FALSE,,ACTIVE,1915.85
MCH2081,Date Plc,Retail & Groceries,5311,Private Limited,Lucknow,Uttar Pradesh,TRUE,01-04-23 00:00,TRUE,XXXX3660,ACTIVE,275.64
MCH2083,Patla Basak,Medical & Health,5912,Individual,Calcutta,West Bengal,TRUE,10-08-24 01:26,FALSE,,SUSPENDED,556.93
MCH2084,Murthy Dutt And Bakshi,Travel & Transport,4131,Private Limited,Mumbai,Maharashtra,TRUE,03-04-24 00:00,FALSE,,ACTIVE,659.75
