user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,id_validation_status,is_dob_missing,is_signup_time_missing
USR18268,Laban Morar,XKMHR6846N,089689585540,,Delhi,Delhi,13966.0,Student,2026-11-01 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18272,Naksh Nazareth,FIHTF1224L,502478710331,1987-10-18 00:00:00,Chennai,Tamil Nadu,108892.0,Freelancer,2024-10-25 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18275,Oscar Zachariah,YSCSF7638I,082005806418,,Ludhiana,Punjab,26893.0,Gig Worker,2026-03-13 00:37:22,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18276,Baljiwan Gulati,SKBWV7211B,MISSING_AADHAAR,1999-07-29 00:00:00,Delhi,Delhi,14867.0,Unemployed,2024-07-31 00:00:00,VERIFIED,Medium,MISSING,False,False
USR18281,Jason Nayak,QFBEY3920Q,105217250864,1968-04-21 01:47:00,Ludhiana,Punjab,41468.0,Farmer,2025-04-14 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18284,Jack Khurana,HHPVL4069M,524807655393,1978-11-17 00:00:00,Mumbai,Maharashtra,26893.0,Self Employed,2024-02-20 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18285,Sarthak Sanghvi,OKNTJ3477G,5919,1994-03-14 00:00:00,Bengaluru,Karnataka,25446.0,Salaried,2024-12-28 14:53:00,REJECTED,Low,PARTIAL_4_DIGIT,False,False
USR18286,Gaurika Anne,CXFOB8634B,644988730139,2000-02-22 14:03:00,Kolkata,West Bengal,42079.0,Freelancer,2025-05-14 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18287,Prisha Bhakta,MJIAY4673I,060087688807,1983-08-03 00:00:00,Chennai,Tamil Nadu,45399.0,Salaried,2024-06-04 10:05:45,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18290,Vanya Padmanabhan,PXNSK0870X,746418058063,2003-02-12 00:00:00,Mumbai,Maharashtra,58969.0,Freelancer,2025-03-03 08:13:05,PENDING,Low,VALID_12_DIGIT,False,False
USR18293,Wahab Rau,CNGSI6988D,724185850048,1962-09-15 00:00:00,Jalandhar,Punjab,40000.0,Self Employed,2024-08-22 00:00:00,REJECTED,Low,VALID_12_DIGIT,False,False
USR18295,Forum Kumar,AGCBR5761X,423323438597,1990-06-14 07:52:24,Amritsar,Punjab,13120.0,Salaried,2025-05-25 00:00:00,PENDING,High,VALID_12_DIGIT,False,False
USR18301,Simon Sule,DMQKI0839O,016337048229,2000-04-11 00:00:00,Delhi,Delhi,26893.0,Unemployed,2025-09-16 00:00:00,REJECTED,Low,VALID_12_DIGIT,False,False
USR18302,Vanya Mallick,DBTST8910S,2414,1960-09-19 00:00:00,Lucknow,Uttar Pradesh,63325.0,Business Owner,2026-03-27 00:00:00,VERIFIED,Medium,PARTIAL_4_DIGIT,False,False
USR18306,Urishilla Narang,CQQGU5203Z,219547692744,1965-12-27 00:00:00,Hyderabad,Telangana,52829.0,Freelancer,2026-01-01 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18309,Nathaniel Sandal,SJZKB0795B,472153105343,1979-07-29 00:00:00,Jaipur,Rajasthan,23816.0,Self Employed,2025-08-05 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18312,Hemani Ghosh,TWPSJ2265P,901687055845,1969-07-22 12:03:00,Hyderabad,Telangana,48808.0,Retired,2024-04-11 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18313,Ira Dewan,WOJVE7824J,1364051120,1991-05-09 00:00:00,Chennai,Tamil Nadu,15499.0,Business Owner,2024-07-12 00:00:00,VERIFIED,Low,INVALID_LENGTH,False,False
USR18315,Aahana Kara,XOKIH9099D,896477296714,1981-05-25 00:00:00,Kolkata,West Bengal,12900.0,Unemployed,2025-05-22 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR18319,Tanish Sandhu,QOTUZ5435V,476056111338,1961-12-04 00:00:00,Chennai,Tamil Nadu,12743.0,Retired,2025-12-09 00:10:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18320,Manbir Kari,EKXFQ2515M,702349235074,1974-07-03 17:01:00,Jaipur,Rajasthan,32157.0,Freelancer,2025-09-11 15:44:50,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR18322,Mahikakunda,LJQKA7842O,251698415333,,Chennai,Tamil Nadu,26893.0,Student,2024-11-18 00:00:00,REJECTED,Medium,VALID_12_DIGIT,True,False
USR18324,Hemangini Setty,IJQMB5558Z,588387602841,,Lucknow,Uttar Pradesh,39284.0,Salaried,2025-03-06 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18325,Vasatika Majumdar,SKKJM5479I,802456567523,1972-02-19 00:00:00,Jalandhar,Punjab,22600.0,Student,2024-09-29 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18326,Ekavir Ratti,OKUUZ1427S,302070503890,1990-05-29 00:00:00,Kolkata,West Bengal,21207.0,Gig Worker,2025-03-02 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR18339,Dalbir Batta,DIHCK0663T,197007200633,1961-08-06 00:00:00,Jaipur,Rajasthan,15089.0,Unemployed,2025-10-20 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR18340,Sarthak Pant,EFPAB9891A,3037637185,1990-12-10 23:38:00,Jaipur,Rajasthan,26893.0,Gig Worker,2025-01-16 00:00:00,VERIFIED,Low,INVALID_LENGTH,False,False
USR18341,Kavya Oommen,JCJFN3761N,642916162553,,Mumbai,Maharashtra,26893.0,Salaried,2025-07-09 00:00:00,VERIFIED,High,VALID_12_DIGIT,True,False
USR18343,Oeshi Yogi,KWVTQ5470I,754985996019,1969-02-18 00:00:00,Delhi,Delhi,26893.0,Unemployed,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR18347,Rehaan Narain,BIHPO9062T,124575191471,1960-07-22 00:00:00,Bengaluru,Karnataka,19373.0,Retired,2024-03-30 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18354,Priya Rattan,BAKME3850T,731535917455,,Pune,Maharashtra,14428.0,Freelancer,2024-02-16 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18355,Warda Agrawal,KILLA7957J,192507506061,1979-08-30 00:00:00,Mumbai,Maharashtra,9437.0,Business Owner,2024-08-23 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18357,Maanas Sankaran,FYVEJ0526B,582308716272,,Jalandhar,Punjab,20433.0,Freelancer,,VERIFIED,Low,VALID_12_DIGIT,True,True
USR18358,Abha Chadha,ZLYSM1095X,0990916251199,,Kolkata,West Bengal,28143.0,Self Employed,2025-03-02 18:24:47,VERIFIED,Low,INVALID_LENGTH,True,False
USR18361,Daksha Sachar,QBKMW0706C,751908914140,,Chennai,Tamil Nadu,26893.0,Student,2025-11-15 00:00:00,REJECTED,Low,VALID_12_DIGIT,True,False
USR18366,Aarush Saraf,VAMLP8926I,973256296155,1971-12-06 00:00:00,Hyderabad,Telangana,23448.0,Unemployed,2025-12-03 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18368,Yasti Krishnamurthy,NORII9393E,2350,1989-02-08 05:23:51,Bengaluru,Karnataka,48542.0,Freelancer,2026-01-15 00:00:00,VERIFIED,High,PARTIAL_4_DIGIT,False,False
USR18370,Parth Karpe,WARIE3076D,385101099864,1961-12-07 00:00:00,Bengaluru,Karnataka,86906.0,Farmer,2024-08-12 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR18371,Christ0Pher Chauhan,KKZDG8426F,989512731513,1977-09-03 14:25:03,Hyderabad,Telangana,26893.0,Salaried,2026-02-28 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18376,Noah Saini,QJRKU8370O,794873390782,2005-08-25 00:11:00,Ludhiana,Punjab,24254.0,Unemployed,2025-04-07 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18378,Ucchal Dua,FLQPS8759B,585578700238,1990-08-16 00:00:00,Chennai,Tamil Nadu,40706.0,Freelancer,2024-09-11 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18383,Anay Banik,FZHMN8771P,848469260161,1982-10-09 19:21:56,Mumbai,Maharashtra,15906.0,Student,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR18389,Laban Soman,,5016525497031,1967-10-31 06:13:00,Jalandhar,Punjab,47324.0,Farmer,2025-06-11 01:25:05,VERIFIED,Unknown,INVALID_LENGTH,False,False
USR18390,Nitara Dhaliwal,TEXUN0257C,671734466319,1974-01-16 00:00:00,Bengaluru,Karnataka,67944.0,Freelancer,2025-01-26 05:28:49,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18394,Rushil Barad,XFIXA9060J,945033636993,1977-11-14 23:47:00,Jaipur,Rajasthan,24648.0,Freelancer,2024-04-22 09:29:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18399,Dakshesh Guha,PDNKU4052D,854776797406,1981-11-20 23:20:16,Pune,Maharashtra,17334.0,Retired,2024-11-02 07:48:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18400,Aarnav Srivastava,,063931552293,1991-04-19 12:57:00,Jalandhar,Punjab,15598.0,Retired,2024-09-15 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18402,Tamanna Deshpande,JMIIG5262D,151016528575,1981-09-28 10:06:27,Amritsar,Punjab,80384.0,Student,2026-02-26 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR18403,Rajata Bava,UMLHD4896M,639264353864,1967-07-30 00:00:00,Lucknow,Uttar Pradesh,107875.0,Retired,2025-07-01 19:37:57,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18405,Aarini Dua,ATDSC5378O,099023443345,1994-07-26 00:00:00,Jalandhar,Punjab,21185.0,Farmer,2024-06-08 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18407,Yatan Pandit,VUVDR3978P,4708,,Lucknow,Uttar Pradesh,11679.0,Gig Worker,2024-03-16 00:00:00,VERIFIED,Medium,PARTIAL_4_DIGIT,True,False
USR18412,Mekhala Gola,YJAZD1898S,2158,2005-12-03 00:00:00,Hyderabad,Telangana,35585.0,Salaried,2024-07-30 00:00:00,VERIFIED,Medium,PARTIAL_4_DIGIT,False,False
USR18413,Farajvarty,PATXD1650B,MISSING_AADHAAR,1970-02-06 01:40:28,Jaipur,Rajasthan,22009.0,Student,2025-01-30 00:00:00,PENDING,Medium,MISSING,False,False
USR18418,Vrishti Chaudry,QRINM1863X,179723824180,1987-01-08 00:00:00,Kolkata,West Bengal,56033.0,Student,2025-12-04 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR18422,Divya Sani,SMCNO9645R,092387779995,1965-12-03 00:00:00,Mumbai,Maharashtra,20134.0,Retired,2025-01-13 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18425,Oeshi Hans,MWBKP2460G,689094109312,,Lucknow,Uttar Pradesh,29305.0,Farmer,,REJECTED,Low,VALID_12_DIGIT,True,True
USR18433,Anjali Krishna,DHKNV0003G,460032326466,2002-01-29 14:05:00,Delhi,Delhi,6800.0,Self Employed,2026-03-26 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18437,Anamika Bali,VXUIR1800Y,208637483029,1981-10-01 00:00:00,Hyderabad,Telangana,7261.0,Unemployed,2025-01-21 01:32:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18443,Ekalinga Sood,DKSSC7345Q,847912949043,2002-08-05 18:05:00,Jalandhar,Punjab,26893.0,Business Owner,2025-12-10 11:04:01,PENDING,Medium,VALID_12_DIGIT,False,False
USR18446,Irya Gupta,DTVQY6991,2411,1991-09-27 00:00:00,Delhi,Delhi,23623.0,Unemployed,2025-01-30 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR18450,Daksha Barman,GYUTZ2520F,537764758895,1985-10-23 20:10:50,Lucknow,Uttar Pradesh,14067.0,Self Employed,2024-09-02 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18452,Devika Kara,INXUH1519S,193294099063,,Jalandhar,Punjab,19215.0,Unemployed,,VERIFIED,Medium,VALID_12_DIGIT,True,True
USR18458,Rachita D’Alia,ZPKLD7257N,649992495145,1986-10-25 07:40:59,Jaipur,Rajasthan,41169.0,Business Owner,2025-04-02 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18462,Hitesh Chauhan,,MISSING_AADHAAR,1966-01-13 00:00:00,Bengaluru,Karnataka,18216.0,Gig Worker,2025-12-29 02:42:00,PENDING,Medium,MISSING,False,False
USR18463,Balveer Virk,OTUMF8812C,7318998675,2002-12-20 00:00:00,Chennai,Tamil Nadu,22883.0,Retired,2025-10-30 00:00:00,VERIFIED,Medium,INVALID_LENGTH,False,False
USR18472,Jeevika Jha,RZLVJ1395T,717478155556,,Lucknow,Uttar Pradesh,5395.0,Freelancer,2025-01-12 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18473,0Misha Hans,VXIXO0673O,273833960275,,Chennai,Tamil Nadu,90620.0,Farmer,2025-05-25 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18474,Maanas Edwin,QXMSB3922X,054713636327,2000-03-26 20:21:08,Bengaluru,Karnataka,25045.0,Unemployed,2024-01-23 20:23:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18475,Anya Bansal,GQRKO2081S,759653104986,1972-12-15 00:00:00,Pune,Maharashtra,12201.0,Self Employed,,VERIFIED,Unknown,VALID_12_DIGIT,False,True
USR18476,Gaurangi Sethi,,426200453438,1983-03-25 00:00:00,Lucknow,Uttar Pradesh,16590.0,Student,,PENDING,High,VALID_12_DIGIT,False,True
USR18477,Lohit Sabharwal,CFTRZ1866F,4639987565167,2002-03-04 00:00:00,Ludhiana,Punjab,31519.0,Salaried,2026-03-13 08:40:00,VERIFIED,Medium,INVALID_LENGTH,False,False
USR18479,Qabil Rana,ACHTQ1100H,045304590650,1998-02-10 00:00:00,Hyderabad,Telangana,45356.0,Farmer,2024-02-05 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18482,Chandani Chaudhry,BVDWF3787J,737236483977,1972-12-11 00:00:00,Amritsar,Punjab,38590.0,Business Owner,2026-01-12 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18488,Advika Saha,VWYYE9603I,3132825228,,Amritsar,Punjab,111636.0,Business Owner,,VERIFIED,Low,INVALID_LENGTH,True,True
USR18497,Advik Tank,BOYYY4406M,382948067092,1965-11-06 04:16:00,Pune,Maharashtra,16549.0,Business Owner,,PENDING,Low,VALID_12_DIGIT,False,True
USR18500,Zayan Sunder,EHYSJ8762,438217891110,1995-06-02 00:00:00,Pune,Maharashtra,30906.0,Gig Worker,2025-12-26 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18504,Maya Gaba,FETNJ3652T,225461451754,1974-09-01 00:00:00,Lucknow,Uttar Pradesh,18778.0,Gig Worker,2025-08-01 04:22:06,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18505,Anita Rau,YJIBY2203F,164484510033,2006-09-05 00:00:00,Jalandhar,Punjab,19226.0,Freelancer,2026-01-09 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR18506,Diya Guha,XVRRZ0580G,5775,1966-03-20 22:28:02,Lucknow,Uttar Pradesh,43845.0,Farmer,2024-05-01 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR18509,Falaksolanki,JVKLH4145B,283044518387,1969-10-25 00:00:00,Jaipur,Rajasthan,14043.0,Retired,2024-08-31 16:13:00,REJECTED,High,VALID_12_DIGIT,False,False
USR18514,Madhavi Mahal,ROZDC9757P,7750245114730,1982-02-07 00:00:00,Chennai,Tamil Nadu,23049.0,Gig Worker,2025-08-29 00:00:00,VERIFIED,Low,INVALID_LENGTH,False,False
USR18515,Sai Anand,AIPON1575K,395439247510,1990-03-09 00:00:00,Chennai,Tamil Nadu,20204.0,Student,2025-01-12 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18516,Nitesh Singh,GTMYQ4534I,400273619692,1974-06-27 04:09:00,Hyderabad,Telangana,46696.0,Salaried,2024-07-19 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18518,Ekaja Singh,OUXVO4089A,2773,1993-09-13 16:50:00,Bengaluru,Karnataka,50556.0,Business Owner,2024-04-03 00:00:00,VERIFIED,Medium,PARTIAL_4_DIGIT,False,False
USR18526,Madhavibhat,YDHGS8109W,946799954306,,Amritsar,Punjab,12949.0,Farmer,2024-03-09 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18530,George Cheema,XSZNJ1501U,904041856586,,Jaipur,Rajasthan,45525.0,Retired,2025-04-15 07:35:53,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18534,Widisha Ratta,ETELN8501G,208760806791,1996-03-07 00:00:00,Jaipur,Rajasthan,49649.0,Freelancer,2025-10-08 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18538,Devika Deo,EVQFY4182S,654625077596,1961-03-12 00:00:00,Delhi,Delhi,36794.0,Freelancer,2025-11-14 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR18540,Geetika Ganesh,SZMEZ1043L,720264209501,2000-06-15 00:00:00,Amritsar,Punjab,15600.0,Retired,2025-08-16 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR18543,Laksh Naik,CHNFX9855A,829140175330,2004-11-10 00:00:00,Mumbai,Maharashtra,56719.0,Retired,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR18544,Omkaar Bhavsar,BQSPR2704C,535202327339,1981-12-24 00:00:00,Bengaluru,Karnataka,23305.0,Freelancer,2025-09-11 21:12:21,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18549,Ekiya Tandon,OCFNM3441G,939370046251,1966-07-09 04:58:00,Amritsar,Punjab,50027.0,Retired,,VERIFIED,High,VALID_12_DIGIT,False,True
USR18556,David Golla,NJSJZ8447R,499310190175,1995-03-15 00:00:00,Amritsar,Punjab,8105.0,Freelancer,2025-12-08 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18557,Rushil Kade,DHAYE9347W,0080,,Ludhiana,Punjab,38725.0,Self Employed,2025-07-15 21:04:00,VERIFIED,Low,PARTIAL_4_DIGIT,True,False
USR18558,Chakradhar Wason,KIJGZ1757Z,3589,1964-05-05 00:00:00,Jalandhar,Punjab,13844.0,Unemployed,2025-04-12 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR18559,Raagini Parekh,GXUAA6435K,293530617314,1991-11-23 22:10:00,Jaipur,Rajasthan,30071.0,Business Owner,2024-11-25 04:39:38,VERIFIED,High,VALID_12_DIGIT,False,False
USR18562,Mekhala Sidhu,RRNRG4815N,550650940555,1979-09-08 00:00:00,Lucknow,Uttar Pradesh,17337.0,Freelancer,2024-01-08 04:24:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18563,Charita Sharma,HQTAW5892,3122,1960-12-17 00:00:00,Lucknow,Uttar Pradesh,26893.0,Student,2024-12-10 00:00:00,VERIFIED,Unknown,PARTIAL_4_DIGIT,False,False
USR18564,Harris0N Thakur,XMUTT4445P,MISSING_AADHAAR,,Bengaluru,Karnataka,26493.0,Self Employed,2025-03-29 21:53:19,VERIFIED,High,MISSING,True,False
USR18565,Neelima Barad,EQVPG8969L,652969164745,1960-12-30 00:00:00,Bengaluru,Karnataka,29835.0,Farmer,2024-11-10 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18566,Advaith Luthra,PVFJE3690I,795656456028,1990-10-27 00:00:00,Amritsar,Punjab,9911.0,Freelancer,2024-08-24 14:30:39,PENDING,Low,VALID_12_DIGIT,False,False
USR18567,Yash Bath,HARGW4647O,462020135681,1987-10-06 00:00:00,Kolkata,West Bengal,26893.0,Self Employed,2025-04-11 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR18569,Ganga Arya,TQSCG3039L,273693063883,,Chennai,Tamil Nadu,45768.0,Salaried,2025-07-21 21:43:00,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18570,Lajita Sunder,MVQTL6996T,910702544548,1996-10-25 00:00:00,Jalandhar,Punjab,14755.0,Business Owner,,PENDING,Low,VALID_12_DIGIT,False,True
USR18573,Chakradev Malhotra,OLNNZ5078Z,886691653953,,Jaipur,Rajasthan,36334.0,Unemployed,2025-11-28 00:00:00,REJECTED,Low,VALID_12_DIGIT,True,False
USR18575,Sai Tandon,TOLBU0854T,610308498035,1966-12-20 03:25:00,Ludhiana,Punjab,20275.0,Self Employed,2024-06-24 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR18579,Oni Roy,GZRGO7340U,5089,1980-12-20 00:00:00,Jaipur,Rajasthan,26893.0,Self Employed,2024-01-30 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR18580,Aahana Peri,CZANY1339X,210020906372,1978-05-01 00:00:00,Chennai,Tamil Nadu,9996.0,Salaried,2024-08-31 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR18582,Qarin Soni,HBEMG5229O,623925394154,1983-02-28 00:00:00,Delhi,Delhi,17800.0,Retired,2025-05-24 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18583,Dominic Aurora,TBOSD5609X,043499794424,1997-10-22 00:00:00,Delhi,Delhi,36100.0,Freelancer,2025-12-09 21:32:47,VERIFIED,High,VALID_12_DIGIT,False,False
USR18588,Pooja Dewan,ZMTIL4373H,373366822190,1985-01-06 01:52:03,Hyderabad,Telangana,26893.0,Salaried,2024-02-12 18:17:20,REJECTED,High,VALID_12_DIGIT,False,False
USR18593,Darika Jain,,469477243766,1971-12-14 15:13:00,Mumbai,Maharashtra,27521.0,Salaried,2024-03-11 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18595,Matthew Sarraf,SLZYP0737N,639327337312,1990-06-27 00:00:00,Jalandhar,Punjab,9600.0,Student,2025-11-25 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18596,Ekapad Dar,XEOIR2763L,800371247612,1978-07-28 00:00:00,Hyderabad,Telangana,26893.0,Farmer,2025-10-28 00:49:58,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18597,Warinder Manne,,169630845595,2004-10-01 00:00:00,Kolkata,West Bengal,32371.0,Student,2026-01-17 17:16:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18598,Baghyawati Bala,SHMVK5273U,732350591153,,Chennai,Tamil Nadu,29389.0,Gig Worker,2026-01-30 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18600,Yauvani Wali,WYUCN9731F,8408268170,2000-08-01 22:46:00,Mumbai,Maharashtra,23084.0,Farmer,2024-11-14 00:00:00,VERIFIED,Low,INVALID_LENGTH,False,False
USR18602,Dominic Palla,BEHLD2679H,8823,1986-09-06 13:40:00,Ludhiana,Punjab,24636.0,Student,2025-02-09 00:59:18,PENDING,Medium,PARTIAL_4_DIGIT,False,False
USR18605,Rudra Chada,MZBGQ0887I,518067069906,1975-03-26 00:00:00,Pune,Maharashtra,26893.0,Freelancer,2025-12-06 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18608,Anmol Vohra,SVYUF9506M,9722543747,1979-12-13 00:00:00,Mumbai,Maharashtra,64456.0,Business Owner,2025-09-05 12:28:38,VERIFIED,High,INVALID_LENGTH,False,False
USR18610,Yashoda Shan,GTLDY6787U,954723315549,,Delhi,Delhi,38901.0,Unemployed,2025-04-28 00:00:00,PENDING,Low,VALID_12_DIGIT,True,False
USR18613,Sim0N Dhar,ATXTM5026G,565119835555,1963-06-28 00:00:00,Amritsar,Punjab,51356.0,Business Owner,2024-10-12 18:41:43,VERIFIED,High,VALID_12_DIGIT,False,False
USR18614,Harsh Sachar,OXFPK5935I,556283595558,,Jaipur,Rajasthan,42136.0,Business Owner,2026-03-26 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR18616,Tripti Yogi,EKJHF6926C,340397300270,1996-02-18 06:39:00,Jalandhar,Punjab,47303.0,Business Owner,2024-11-19 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18622,Eshana Kh0S1A,FYCRL0627L,152160304327,,Jalandhar,Punjab,53179.0,Farmer,2025-10-02 10:25:00,PENDING,Low,VALID_12_DIGIT,True,False
USR18636,Chaitaly Bava,RIBRK9362H,637741017333,,Delhi,Delhi,17538.0,Salaried,2025-04-22 01:54:09,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18637,Yashawini Soman,DXZDT1785Z,MISSING_AADHAAR,,Jaipur,Rajasthan,25629.0,Gig Worker,2024-06-21 00:00:00,VERIFIED,Medium,MISSING,True,False
USR18638,Wridesh Balakrishnan,LMBAU4857V,321378074537,1964-03-15 07:20:00,Mumbai,Maharashtra,15293.0,Salaried,2024-01-19 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR18643,Umang Dewan,BCYQB7859T,7734249805,1990-08-25 00:00:00,Jaipur,Rajasthan,20213.0,Business Owner,2026-06-01 14:18:29,PENDING,Low,INVALID_LENGTH,False,False
USR18645,Jason Lad,MGFMU0846F,269073299571,2006-03-18 00:00:00,Lucknow,Uttar Pradesh,30998.0,Retired,2024-04-13 00:32:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18647,Chavvi Thaman,OUSQC4449,804009312591,1983-07-23 00:00:00,Bengaluru,Karnataka,33996.0,Retired,2025-05-17 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR18652,Samarth Banik,PHKEF6750B,826807396564,1992-04-12 00:00:00,Pune,Maharashtra,16757.0,Self Employed,2024-04-04 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18654,Aarnav Rege,NVYDT8129K,209703782881,1970-10-17 00:00:00,Hyderabad,Telangana,38589.0,Unemployed,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR18656,Raksha Arora,ETUYO5793L,180124324859,2001-08-06 00:00:00,Jaipur,Rajasthan,17551.0,Gig Worker,2026-01-08 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18659,Forum Cheema,NLREH0323Y,514737699314,1992-06-20 00:00:00,Ludhiana,Punjab,57808.0,Student,2024-12-24 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18662,Yash Sridhar,HYWVF3566I,737733479095,1974-01-21 01:26:00,Hyderabad,Telangana,26893.0,Student,2025-06-15 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR18665,Hemangini Suresh,EZGWR0472X,910996451609,1985-02-14 21:59:50,Pune,Maharashtra,34849.0,Self Employed,2026-03-31 16:48:25,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18667,Hema Bawa,CAKLH7025Y,970934659627,,Ludhiana,Punjab,8576.0,Freelancer,2025-03-18 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR18669,Kabir Chahal,YKBWX3386M,083875206648,1961-04-23 00:00:00,Delhi,Delhi,32150.0,Gig Worker,2025-11-06 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR18670,Baghyawati Chaudhary,AVKOV2039,476684190902,2004-03-12 04:34:49,Mumbai,Maharashtra,26893.0,Salaried,2024-12-23 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
